"studentid","msoffsetfromstart","affect"
"addu0104",507410,"CONCENTRATING"
"addu0104",526332,"CONCENTRATING"
"addu0104",557016,"CONCENTRATING"
"addu0104",577831,"CONCENTRATING"
"addu0104",619336,"CONCENTRATING"
"addu0104",653926,NA
"addu0104",674065,NA
"addu0104",694438,NA
"addu0104",776054,"CONCENTRATING"
"addu0104",830066,"CONCENTRATING"
"addu0104",853276,"CONCENTRATING"
"addu0104",902173,"CONCENTRATING"
"addu0104",939509,"CONFUSED"
"addu0104",966064,"CONCENTRATING"
"addu0104",991036,NA
"addu0104",1018381,"CONCENTRATING"
"addu0104",1059857,"CONCENTRATING"
"addu0104",1105808,"CONCENTRATING"
"addu0104",1157538,"CONCENTRATING"
"addu0104",1224690,"CONCENTRATING"
"addu0104",1253172,"CONCENTRATING"
"addu0104",1281651,"CONCENTRATING"
"addu0104",1306684,"CONCENTRATING"
"addu0104",1347825,"CONCENTRATING"
"addu0104",1369675,"CONCENTRATING"
"addu0104",1421076,"CONCENTRATING"
"addu0104",1439447,"CONCENTRATING"
"addu0104",1469495,"CONCENTRATING"
"addu0104",1491093,"CONCENTRATING"
"addu0104",1519712,"CONCENTRATING"
"addu0104",1541722,"CONCENTRATING"
"addu0104",1569021,"CONCENTRATING"
"addu0104",1596708,"CONCENTRATING"
"addu0104",1618335,"CONCENTRATING"
"addu0104",1646233,"CONCENTRATING"
"addu0104",1666648,"CONCENTRATING"
"addu0104",1684265,"CONCENTRATING"
"addu0104",1708947,"CONCENTRATING"
"addu0104",1728811,"CONCENTRATING"
"addu0104",1767996,"CONCENTRATING"
"addu0104",1785380,"CONCENTRATING"
"addu0104",1810916,"CONCENTRATING"
"addu0104",1828620,"CONCENTRATING"
"addu0104",1852516,"CONCENTRATING"
"addu0104",1912428,"CONCENTRATING"
"addu0104",1936375,"CONCENTRATING"
"addu0104",1986193,"CONCENTRATING"
"addu0104",2048450,"CONFUSED"
"addu0104",2097409,"CONCENTRATING"
"addu0104",2128509,"CONCENTRATING"
"addu0104",2222886,"CONCENTRATING"
"addu0104",2242234,NA
"addu0104",2258003,NA
"addu0104",2276128,"CONCENTRATING"
"addu0104",2296852,"CONCENTRATING"
"addu0104",2352730,"CONCENTRATING"
"addu0104",2370098,"CONCENTRATING"
"addu0104",2395788,"CONCENTRATING"
"addu0104",2438599,"CONCENTRATING"
"addu0104",2457007,"CONCENTRATING"
"addu0104",2487236,"CONCENTRATING"
"addu0104",2539816,"CONCENTRATING"
"addu0104",2610552,"CONCENTRATING"
"addu0104",2636640,"CONCENTRATING"
"addu0104",2670414,"CONCENTRATING"
"addu0104",2697961,"CONCENTRATING"
"addu0104",2720967,"CONCENTRATING"
"addu0104",2741900,"CONCENTRATING"
"addu0104",2763196,"CONCENTRATING"
"addu0104",2837697,"CONCENTRATING"
"addu0104",2855467,"CONCENTRATING"
"addu0104",2889866,"CONCENTRATING"
"addu0104",2926356,"FRUSTRATED"
"addu0104",2999032,"CONCENTRATING"
"addu0104",3049481,"CONCENTRATING"
"addu0104",3098365,"CONCENTRATING"
"addu0104",3134274,"CONFUSED"
"addu0104",3153150,"CONCENTRATING"
"addu0104",3198126,"CONCENTRATING"
"addu0104",3233730,"CONCENTRATING"
"addu0104",3248939,"CONCENTRATING"
"addu0104",3263907,"CONCENTRATING"
"addu0104",3291055,"CONCENTRATING"
"addu0110",139281,"CONCENTRATING"
"addu0110",232882,"CONCENTRATING"
"addu0110",328444,"CONCENTRATING"
"addu0110",412285,"CONCENTRATING"
"addu0110",471975,"CONCENTRATING"
"addu0110",540917,NA
"addu0110",636671,"CONCENTRATING"
"addu0110",695704,NA
"addu0110",748778,"CONCENTRATING"
"addu0110",811505,"CONCENTRATING"
"addu0110",864036,"CONCENTRATING"
"addu0110",910711,"CONCENTRATING"
"addu0110",968318,"BORED"
"addu0110",1014116,"CONCENTRATING"
"addu0110",1056246,"CONCENTRATING"
"addu0110",1105080,"FRUSTRATED"
"addu0110",1147024,"CONFUSED"
"addu0110",1195425,"CONCENTRATING"
"addu0110",1238580,"CONCENTRATING"
"addu0110",1278975,"CONCENTRATING"
"addu0110",1312309,NA
"addu0110",1359725,"CONCENTRATING"
"addu0110",1411586,"CONFUSED"
"addu0110",1462233,"CONCENTRATING"
"addu0110",1511534,"CONCENTRATING"
"addu0110",1556314,"CONCENTRATING"
"addu0110",1616410,"FRUSTRATED"
"addu0110",1672466,"CONCENTRATING"
"addu0110",1711782,NA
"addu0110",1759818,"CONCENTRATING"
"addu0110",1800032,"CONCENTRATING"
"addu0110",1846939,NA
"addu0110",1872236,"CONCENTRATING"
"addu0110",1900005,"FRUSTRATED"
"addu0110",1937958,"FRUSTRATED"
"addu0110",1987615,"CONCENTRATING"
"addu0110",2028045,"CONCENTRATING"
"addu0110",2068117,NA
"addu0110",2100840,"CONCENTRATING"
"addu0110",2135412,NA
"addu0110",2166667,NA
"addu0110",2202273,"CONCENTRATING"
"addu0110",2234551,"CONCENTRATING"
"addu0110",2266986,"CONCENTRATING"
"addu0110",2307267,"CONCENTRATING"
"addu0110",2338815,"CONCENTRATING"
"addu0110",2370219,"CONFUSED"
"addu0110",2403794,"CONCENTRATING"
"addu0110",2433949,"CONCENTRATING"
"addu0110",2466948,"CONCENTRATING"
"addu0110",2497885,"CONCENTRATING"
"addu0110",2532916,"CONCENTRATING"
"addu0110",2561260,"FRUSTRATED"
"addu0110",2593239,"CONCENTRATING"
"addu0110",2621026,"CONFUSED"
"addu0110",2646460,"FRUSTRATED"
"addu0110",2684235,"FRUSTRATED"
"addu0110",2711330,"CONCENTRATING"
"addu0110",2738532,"CONCENTRATING"
"addu0110",2764694,"CONCENTRATING"
"addu0110",2794755,"CONCENTRATING"
"addu0110",2826182,"CONCENTRATING"
"addu0110",2858745,"FRUSTRATED"
"addu0110",2883942,"CONFUSED"
"addu0110",2906970,"CONCENTRATING"
"addu0110",2928514,"CONCENTRATING"
"addu0110",2956150,"CONCENTRATING"
"addu0110",2985974,"FRUSTRATED"
"addu0110",3016773,"CONCENTRATING"
"addu0110",3047571,"FRUSTRATED"
"addu0110",3077182,NA
"addu0110",3107473,"CONCENTRATING"
"addu0110",3134493,"FRUSTRATED"
"addu0110",3158582,"CONCENTRATING"
"addu0110",3186259,"CONCENTRATING"
"addu0110",3214900,"CONCENTRATING"
"addu0110",3268102,NA
"addu0110",3309300,"CONCENTRATING"
"addu0206",43098,"CONFUSED"
"addu0206",108435,"CONFUSED"
"addu0206",152514,"CONCENTRATING"
"addu0206",189840,"CONCENTRATING"
"addu0206",220737,"CONFUSED"
"addu0206",259205,"CONCENTRATING"
"addu0206",297537,"CONCENTRATING"
"addu0206",331949,NA
"addu0206",357796,"CONCENTRATING"
"addu0206",394064,"CONCENTRATING"
"addu0206",429287,"CONCENTRATING"
"addu0206",454059,"CONCENTRATING"
"addu0206",490769,NA
"addu0206",522164,"CONCENTRATING"
"addu0206",549862,"CONCENTRATING"
"addu0206",582642,"CONCENTRATING"
"addu0206",620305,"CONFUSED"
"addu0206",659712,"FRUSTRATED"
"addu0206",691258,"CONFUSED"
"addu0206",733843,"CONCENTRATING"
"addu0206",779214,NA
"addu0206",806583,"CONCENTRATING"
"addu0206",835051,"CONFUSED"
"addu0206",864125,"CONFUSED"
"addu0206",913269,"FRUSTRATED"
"addu0206",945625,"CONCENTRATING"
"addu0206",985710,"FRUSTRATED"
"addu0206",1030082,"CONFUSED"
"addu0206",1062106,"CONFUSED"
"addu0206",1101228,"CONFUSED"
"addu0206",1136982,"CONFUSED"
"addu0206",1185910,NA
"addu0206",1232027,"CONCENTRATING"
"addu0206",1260690,"CONCENTRATING"
"addu0206",1289437,"CONCENTRATING"
"addu0206",1330694,"CONCENTRATING"
"addu0206",1356954,"CONCENTRATING"
"addu0206",1388657,NA
"addu0206",1419839,"CONCENTRATING"
"addu0206",1456696,"CONCENTRATING"
"addu0206",1488608,"CONCENTRATING"
"addu0206",1524780,"CONFUSED"
"addu0206",1549095,"CONFUSED"
"addu0206",1584173,"CONCENTRATING"
"addu0206",1624473,"CONCENTRATING"
"addu0206",1660931,"FRUSTRATED"
"addu0206",1703474,"CONCENTRATING"
"addu0206",1736254,"FRUSTRATED"
"addu0206",1768230,NA
"addu0206",1805077,"CONCENTRATING"
"addu0206",1830925,"CONCENTRATING"
"addu0206",1856626,"CONCENTRATING"
"addu0206",1910691,"CONFUSED"
"addu0206",1936751,"CONCENTRATING"
"addu0206",1977474,"CONCENTRATING"
"addu0206",2014183,"CONFUSED"
"addu0206",2053097,NA
"addu0206",2080731,"CONCENTRATING"
"addu0206",2108102,"CONCENTRATING"
"addu0206",2135470,"CONCENTRATING"
"addu0206",2163821,"CONFUSED"
"addu0206",2199465,"CONCENTRATING"
"addu0206",2231743,NA
"addu0206",2269618,"CONCENTRATING"
"addu0206",2296692,"CONCENTRATING"
"addu0206",2327314,"CONCENTRATING"
"addu0206",2352134,"CONCENTRATING"
"addu0206",2384926,NA
"addu0206",2418215,"CONCENTRATING"
"addu0206",2444248,"CONCENTRATING"
"addu0206",2472135,"CONFUSED"
"addu0206",2505065,"CONFUSED"
"addu0206",2531547,"CONCENTRATING"
"addu0206",2560408,"CONCENTRATING"
"addu0206",2597247,"CONCENTRATING"
"addu0206",2632171,"CONCENTRATING"
"addu0206",2658656,"CONCENTRATING"
"addu0206",2694146,NA
"addu0206",2721447,"CONCENTRATING"
"addu0206",2751637,"FRUSTRATED"
"addu0206",2785566,"CONCENTRATING"
"addu0206",2811810,"CONCENTRATING"
"addu0206",2849253,"CONCENTRATING"
"addu0206",2882056,NA
"addu0206",2916066,"CONCENTRATING"
"addu0206",2938624,"CONCENTRATING"
"addu0206",2963223,"CONCENTRATING"
"addu0206",2994058,"CONFUSED"
"addu0206",3021609,"CONCENTRATING"
"addu0206",3054939,NA
"addu0206",3089290,"CONCENTRATING"
"addu0206",3113353,"CONCENTRATING"
"addu0206",3138646,"FRUSTRATED"
"addu0206",3178362,"CONCENTRATING"
"addu0206",3222624,"CONCENTRATING"
"addu0206",3242351,"CONCENTRATING"
"addu0206",3263630,"CONCENTRATING"
"addu0206",3305992,"CONFUSED"
"addu0206",3331513,"CONCENTRATING"
"addu0206",3354861,"CONCENTRATING"
"addu0209",77064,NA
"addu0209",138610,NA
"addu0209",170606,"CONCENTRATING"
"addu0209",207485,"CONCENTRATING"
"addu0209",242037,"CONCENTRATING"
"addu0209",280616,NA
"addu0209",318941,"CONCENTRATING"
"addu0209",347970,"CONCENTRATING"
"addu0209",380613,NA
"addu0209",417156,"CONCENTRATING"
"addu0209",444752,"CONCENTRATING"
"addu0209",469151,"CONCENTRATING"
"addu0209",509901,"CONCENTRATING"
"addu0209",539801,"CONCENTRATING"
"addu0209",568934,"CONCENTRATING"
"addu0209",608302,"CONCENTRATING"
"addu0209",640280,"CONCENTRATING"
"addu0209",680019,"CONCENTRATING"
"addu0209",715412,"CONCENTRATING"
"addu0209",761611,"CONCENTRATING"
"addu0209",795963,"CONCENTRATING"
"addu0209",823932,"CONCENTRATING"
"addu0209",852052,"CONCENTRATING"
"addu0209",903180,"CONCENTRATING"
"addu0209",935978,"CONCENTRATING"
"addu0209",968147,"CONFUSED"
"addu0209",1019612,"CONCENTRATING"
"addu0209",1046904,"CONCENTRATING"
"addu0209",1087082,"CONCENTRATING"
"addu0209",1125574,"CONCENTRATING"
"addu0209",1157851,"CONCENTRATING"
"addu0209",1218976,"CONCENTRATING"
"addu0209",1250652,"CONCENTRATING"
"addu0209",1279232,"CONCENTRATING"
"addu0209",1314593,"FRUSTRATED"
"addu0209",1346557,"CONFUSED"
"addu0209",1379345,"CONCENTRATING"
"addu0209",1410967,"CONCENTRATING"
"addu0209",1435749,"CONCENTRATING"
"addu0209",1475131,NA
"addu0209",1514419,"CONCENTRATING"
"addu0209",1539182,"CONCENTRATING"
"addu0209",1566101,NA
"addu0209",1608836,"CONCENTRATING"
"addu0209",1643049,"CONCENTRATING"
"addu0209",1694004,"CONCENTRATING"
"addu0209",1723960,"CONCENTRATING"
"addu0209",1756453,"CONCENTRATING"
"addu0209",1792969,"CONFUSED"
"addu0209",1821787,"CONCENTRATING"
"addu0209",1847377,"CONCENTRATING"
"addu0209",1883023,"BORED"
"addu0209",1926372,"CONFUSED"
"addu0209",1955528,"CONFUSED"
"addu0209",1998900,"FRUSTRATED"
"addu0209",2042304,"CONCENTRATING"
"addu0209",2070609,"CONCENTRATING"
"addu0209",2095219,"FRUSTRATED"
"addu0209",2126817,"CONCENTRATING"
"addu0209",2151269,"CONCENTRATING"
"addu0209",2189268,"CONFUSED"
"addu0209",2221270,NA
"addu0209",2251147,"CONCENTRATING"
"addu0209",2287700,"CONCENTRATING"
"addu0209",2318479,"CONFUSED"
"addu0209",2341597,"FRUSTRATED"
"addu0209",2372077,NA
"addu0209",2402648,"CONFUSED"
"addu0209",2435689,"BORED"
"addu0209",2462930,"BORED"
"addu0209",2492731,"BORED"
"addu0209",2522352,NA
"addu0209",2548190,"CONCENTRATING"
"addu0209",2581219,"FRUSTRATED"
"addu0209",2613398,"FRUSTRATED"
"addu0209",2648311,"CONCENTRATING"
"addu0209",2681363,"CONCENTRATING"
"addu0209",2711673,NA
"addu0209",2741532,"CONCENTRATING"
"addu0209",2774680,NA
"addu0209",2801769,"CONCENTRATING"
"addu0209",2839480,"CONFUSED"
"addu0209",2867850,NA
"addu0209",2906264,NA
"addu0209",2929431,"CONCENTRATING"
"addu0209",2954764,"FRUSTRATED"
"addu0209",2981138,"CONCENTRATING"
"addu0209",3014254,"BORED"
"addu0209",3041402,"BORED"
"addu0209",3077474,"BORED"
"addu0209",3103615,"CONCENTRATING"
"addu0209",3129825,"CONCENTRATING"
"addu0209",3167829,"CONCENTRATING"
"addu0209",3209237,"CONFUSED"
"addu0209",3234913,"CONCENTRATING"
"addu0209",3255917,"CONCENTRATING"
"addu0209",3285817,"FRUSTRATED"
"addu0209",3323284,NA
"addu0209",3347295,"CONCENTRATING"
"addu0209",3375528,"CONCENTRATING"
"addu0214",43262,"CONCENTRATING"
"addu0214",65184,"CONCENTRATING"
"addu0214",83841,"CONCENTRATING"
"addu0214",105074,"CONCENTRATING"
"addu0214",119394,"CONCENTRATING"
"addu0214",146906,"CONCENTRATING"
"addu0214",172782,"CONCENTRATING"
"addu0214",186421,"CONCENTRATING"
"addu0214",198237,"CONCENTRATING"
"addu0214",207578,"CONCENTRATING"
"addu0214",217150,"CONCENTRATING"
"addu0214",228796,"CONCENTRATING"
"addu0214",238373,"CONCENTRATING"
"addu0214",249062,"CONCENTRATING"
"addu0214",262855,"CONCENTRATING"
"addu0214",282053,"CONCENTRATING"
"addu0214",298716,"CONCENTRATING"
"addu0214",310046,"CONCENTRATING"
"addu0214",323426,"CONCENTRATING"
"addu0214",333494,"CONCENTRATING"
"addu0214",344988,"CONCENTRATING"
"addu0214",357691,"CONCENTRATING"
"addu0214",369603,"CONCENTRATING"
"addu0214",380883,"CONCENTRATING"
"addu0214",392863,"CONCENTRATING"
"addu0214",411859,"CONCENTRATING"
"addu0214",425393,"CONCENTRATING"
"addu0214",439978,"CONCENTRATING"
"addu0214",463446,"CONCENTRATING"
"addu0214",484394,"CONFUSED"
"addu0214",508996,"CONCENTRATING"
"addu0214",518443,"CONCENTRATING"
"addu0214",532597,"CONCENTRATING"
"addu0214",545532,"CONCENTRATING"
"addu0214",564044,"CONCENTRATING"
"addu0214",580819,"CONCENTRATING"
"addu0214",599918,"FRUSTRATED"
"addu0214",620245,"CONCENTRATING"
"addu0214",641742,"CONCENTRATING"
"addu0214",660956,"CONCENTRATING"
"addu0214",678852,"CONCENTRATING"
"addu0214",711480,"CONCENTRATING"
"addu0214",727670,"CONCENTRATING"
"addu0214",750629,"CONCENTRATING"
"addu0214",765429,"CONCENTRATING"
"addu0214",794553,"CONCENTRATING"
"addu0214",813268,"CONCENTRATING"
"addu0214",824402,"CONCENTRATING"
"addu0214",847616,"CONCENTRATING"
"addu0214",860922,"CONCENTRATING"
"addu0214",880607,"CONCENTRATING"
"addu0214",908401,NA
"addu0214",936606,"CONCENTRATING"
"addu0214",955525,"CONCENTRATING"
"addu0214",974579,"CONCENTRATING"
"addu0214",989415,"CONCENTRATING"
"addu0214",1020454,"CONCENTRATING"
"addu0214",1040588,NA
"addu0214",1058256,"CONCENTRATING"
"addu0214",1084615,"CONCENTRATING"
"addu0214",1109116,"CONCENTRATING"
"addu0214",1130341,"CONCENTRATING"
"addu0214",1149493,"CONCENTRATING"
"addu0214",1167634,"CONCENTRATING"
"addu0214",1189275,"CONCENTRATING"
"addu0214",1213199,"CONCENTRATING"
"addu0214",1236791,"CONCENTRATING"
"addu0214",1282549,"CONCENTRATING"
"addu0214",1319626,"CONFUSED"
"addu0214",1346389,"CONCENTRATING"
"addu0214",1371397,"CONCENTRATING"
"addu0214",1394974,"FRUSTRATED"
"addu0214",1416640,"CONFUSED"
"addu0214",1442035,"FRUSTRATED"
"addu0214",1463914,"CONFUSED"
"addu0214",1485268,"CONCENTRATING"
"addu0214",1521132,"CONFUSED"
"addu0214",1554418,"CONCENTRATING"
"addu0214",1592771,"CONCENTRATING"
"addu0214",1606427,"CONCENTRATING"
"addu0214",1621169,"FRUSTRATED"
"addu0214",1653867,"FRUSTRATED"
"addu0214",1676033,"CONFUSED"
"addu0214",1711702,"CONCENTRATING"
"addu0214",1740654,"CONCENTRATING"
"addu0214",1761404,"FRUSTRATED"
"addu0214",1780339,"FRUSTRATED"
"addu0214",1806138,"CONCENTRATING"
"addu0214",1825996,"CONFUSED"
"addu0214",1859439,NA
"addu0214",1879125,"CONCENTRATING"
"addu0214",1892423,"CONCENTRATING"
"addu0214",1918943,"CONCENTRATING"
"addu0214",1942183,"CONCENTRATING"
"addu0214",1976630,"CONCENTRATING"
"addu0214",2003145,"CONCENTRATING"
"addu0214",2035135,"CONCENTRATING"
"addu0214",2063173,"CONCENTRATING"
"addu0214",2075679,"CONCENTRATING"
"addu0214",2101296,"CONCENTRATING"
"addu0308",24954,"CONCENTRATING"
"addu0308",69444,"CONCENTRATING"
"addu0308",97644,"CONCENTRATING"
"addu0308",137674,"CONCENTRATING"
"addu0308",165055,"CONCENTRATING"
"addu0308",188060,"CONCENTRATING"
"addu0308",222752,"CONCENTRATING"
"addu0308",246307,NA
"addu0308",274684,NA
"addu0308",307082,"CONCENTRATING"
"addu0308",332797,"CONCENTRATING"
"addu0308",366573,"CONCENTRATING"
"addu0308",387773,"CONCENTRATING"
"addu0308",409515,"CONCENTRATING"
"addu0308",436195,"CONFUSED"
"addu0308",466435,NA
"addu0308",492056,"CONFUSED"
"addu0308",517317,NA
"addu0308",550578,NA
"addu0308",580360,"FRUSTRATED"
"addu0308",605241,"CONCENTRATING"
"addu0308",634166,NA
"addu0308",664074,"CONFUSED"
"addu0308",689965,NA
"addu0308",725526,NA
"addu0308",755922,"CONFUSED"
"addu0308",786982,NA
"addu0308",813748,"CONCENTRATING"
"addu0308",838767,"CONCENTRATING"
"addu0308",873704,NA
"addu0308",895380,"CONCENTRATING"
"addu0308",919780,"CONCENTRATING"
"addu0308",947078,"FRUSTRATED"
"addu0308",974373,"CONCENTRATING"
"addu0308",1000253,"CONCENTRATING"
"addu0308",1046885,"CONCENTRATING"
"addu0308",1069113,"CONCENTRATING"
"addu0308",1098304,"CONCENTRATING"
"addu0308",1128095,"CONCENTRATING"
"addu0308",1157233,"CONCENTRATING"
"addu0308",1184485,"CONCENTRATING"
"addu0308",1209933,NA
"addu0308",1236458,"CONCENTRATING"
"addu0308",1267812,"CONCENTRATING"
"addu0308",1292253,"CONCENTRATING"
"addu0308",1315397,"CONCENTRATING"
"addu0308",1341636,"CONFUSED"
"addu0308",1376000,"CONCENTRATING"
"addu0308",1401347,NA
"addu0308",1428861,"CONCENTRATING"
"addu0308",1461028,"CONCENTRATING"
"addu0308",1493707,NA
"addu0308",1520538,"CONCENTRATING"
"addu0308",1553133,"CONCENTRATING"
"addu0308",1581844,"CONCENTRATING"
"addu0308",1609470,"CONCENTRATING"
"addu0308",1634512,"CONCENTRATING"
"addu0308",1658398,NA
"addu0308",1681460,NA
"addu0308",1706325,"CONCENTRATING"
"addu0308",1730635,"CONCENTRATING"
"addu0308",1774132,NA
"addu0308",1802531,"CONCENTRATING"
"addu0308",1832137,"CONCENTRATING"
"addu0308",1861889,"CONFUSED"
"addu0308",1894679,"CONCENTRATING"
"addu0308",1924790,"CONCENTRATING"
"addu0308",1952230,"CONCENTRATING"
"addu0308",1982139,"CONCENTRATING"
"addu0308",2033574,"CONCENTRATING"
"addu0308",2059877,"CONCENTRATING"
"addu0308",2097333,"CONCENTRATING"
"addu0308",2137603,"CONCENTRATING"
"addu0308",2166051,"CONCENTRATING"
"addu0308",2199670,"CONCENTRATING"
"addu0308",2237298,"CONCENTRATING"
"addu0308",2258730,"CONCENTRATING"
"addu0308",2287798,"CONCENTRATING"
"addu0308",2320820,"CONCENTRATING"
"addu0308",2348754,"CONCENTRATING"
"addu0308",2376507,"CONCENTRATING"
"addu0308",2402058,"CONCENTRATING"
"addu0308",2424591,"CONCENTRATING"
"addu0308",2453943,"FRUSTRATED"
"addu0308",2478085,"CONCENTRATING"
"addu0308",2504793,"CONCENTRATING"
"addu0308",2530660,"CONCENTRATING"
"addu0308",2574896,"CONCENTRATING"
"addu0308",2600527,"CONCENTRATING"
"addu0308",2626026,"CONCENTRATING"
"addu0308",2649969,"CONCENTRATING"
"addu0308",2692090,"CONCENTRATING"
"addu0308",2724551,"CONCENTRATING"
"addu0308",2750105,"CONCENTRATING"
"addu0308",2776333,"CONCENTRATING"
"addu0308",2808413,"CONCENTRATING"
"addu0308",2834264,"FRUSTRATED"
"addu0308",2878473,NA
"addu0308",2922008,"CONCENTRATING"
"addu0308",2960507,"CONCENTRATING"
"addu0310",47113,NA
"addu0310",82124,"CONCENTRATING"
"addu0310",108401,"CONCENTRATING"
"addu0310",146557,"CONCENTRATING"
"addu0310",174742,"CONCENTRATING"
"addu0310",197564,"CONCENTRATING"
"addu0310",232429,"CONCENTRATING"
"addu0310",256440,"CONCENTRATING"
"addu0310",290213,"CONCENTRATING"
"addu0310",315715,"CONCENTRATING"
"addu0310",344788,"CONFUSED"
"addu0310",375135,"CONCENTRATING"
"addu0310",396408,"CONCENTRATING"
"addu0310",421087,"CONCENTRATING"
"addu0310",445638,"CONCENTRATING"
"addu0310",475004,"CONCENTRATING"
"addu0310",501511,"CONCENTRATING"
"addu0310",531983,"CONCENTRATING"
"addu0310",560510,"CONCENTRATING"
"addu0310",590452,"CONCENTRATING"
"addu0310",614856,"CONCENTRATING"
"addu0310",643199,"CONCENTRATING"
"addu0310",675803,"CONCENTRATING"
"addu0310",702260,"CONCENTRATING"
"addu0310",734139,"CONCENTRATING"
"addu0310",765548,"CONCENTRATING"
"addu0310",795863,"CONCENTRATING"
"addu0310",825431,"CONCENTRATING"
"addu0310",846911,"CONCENTRATING"
"addu0310",882845,"CONCENTRATING"
"addu0310",904493,"CONCENTRATING"
"addu0310",927110,"CONCENTRATING"
"addu0310",955887,"CONCENTRATING"
"addu0310",981308,"CONCENTRATING"
"addu0310",1007641,"CONCENTRATING"
"addu0310",1057202,"CONCENTRATING"
"addu0310",1079219,"CONCENTRATING"
"addu0310",1107162,"CONCENTRATING"
"addu0310",1142444,"CONCENTRATING"
"addu0310",1165297,"CONCENTRATING"
"addu0310",1193730,"CONCENTRATING"
"addu0310",1218375,"CONCENTRATING"
"addu0310",1245253,"CONCENTRATING"
"addu0310",1275599,"CONCENTRATING"
"addu0310",1300427,"CONCENTRATING"
"addu0310",1323702,"CONCENTRATING"
"addu0310",1353311,"CONCENTRATING"
"addu0310",1384960,"CONCENTRATING"
"addu0310",1413633,"CONCENTRATING"
"addu0310",1439622,"CONCENTRATING"
"addu0310",1468288,"CONCENTRATING"
"addu0310",1504503,"CONCENTRATING"
"addu0310",1537862,"CONFUSED"
"addu0310",1561522,"CONCENTRATING"
"addu0310",1589642,"CONCENTRATING"
"addu0310",1619698,"CONCENTRATING"
"addu0310",1643873,"CONCENTRATING"
"addu0310",1666602,"CONCENTRATING"
"addu0310",1692554,"CONCENTRATING"
"addu0310",1716310,"CONCENTRATING"
"addu0310",1744767,"CONCENTRATING"
"addu0310",1785871,"CONCENTRATING"
"addu0310",1812233,"CONCENTRATING"
"addu0310",1840008,"CONCENTRATING"
"addu0310",1873935,"CONCENTRATING"
"addu0310",1904045,"CONCENTRATING"
"addu0310",1933918,"CONCENTRATING"
"addu0310",1962280,"CONCENTRATING"
"addu0310",1992163,"CONCENTRATING"
"addu0310",2041491,"CONCENTRATING"
"addu0310",2069613,"CONCENTRATING"
"addu0310",2107760,"CONCENTRATING"
"addu0310",2148537,"CONCENTRATING"
"addu0310",2178083,"CONCENTRATING"
"addu0310",2211592,"CONCENTRATING"
"addu0310",2244880,"CONCENTRATING"
"addu0310",2266423,"CONCENTRATING"
"addu0310",2296211,"CONCENTRATING"
"addu0310",2331097,"CONCENTRATING"
"addu0310",2357380,"CONCENTRATING"
"addu0310",2386417,"CONCENTRATING"
"addu0310",2409937,"CONCENTRATING"
"addu0310",2441507,"CONCENTRATING"
"addu0310",2463623,"CONCENTRATING"
"addu0310",2485972,"CONCENTRATING"
"addu0310",2514123,"CONCENTRATING"
"addu0310",2540405,"CONCENTRATING"
"addu0310",2584504,"CONCENTRATING"
"addu0310",2611417,"CONCENTRATING"
"addu0310",2634248,"CONCENTRATING"
"addu0310",2659568,"CONCENTRATING"
"addu0310",2701587,"CONCENTRATING"
"addu0310",2733357,"CONCENTRATING"
"addu0310",2761388,"CONCENTRATING"
"addu0310",2786244,"CONCENTRATING"
"addu0310",2818208,"CONCENTRATING"
"addu0310",2843439,"CONCENTRATING"
"addu0310",2896933,"CONCENTRATING"
"addu0310",2933006,"CONCENTRATING"
"addu0310",2975581,"CONCENTRATING"
"addu0312",30038,"CONCENTRATING"
"addu0312",48083,"CONCENTRATING"
"addu0312",61173,"CONCENTRATING"
"addu0312",76839,"CONCENTRATING"
"addu0312",87565,"CONCENTRATING"
"addu0312",96965,"CONCENTRATING"
"addu0312",111024,"CONCENTRATING"
"addu0312",126291,"CONCENTRATING"
"addu0312",136041,"CONCENTRATING"
"addu0312",151923,NA
"addu0312",166583,"CONCENTRATING"
"addu0312",175276,"CONCENTRATING"
"addu0312",184456,"CONCENTRATING"
"addu0312",200871,"CONCENTRATING"
"addu0312",212682,"CONCENTRATING"
"addu0312",220823,"CONCENTRATING"
"addu0312",227961,"CONCENTRATING"
"addu0312",237761,"CONCENTRATING"
"addu0312",250802,NA
"addu0312",268180,"CONCENTRATING"
"addu0312",283726,"CONCENTRATING"
"addu0312",297673,"CONCENTRATING"
"addu0312",315486,"CONCENTRATING"
"addu0312",332006,"CONCENTRATING"
"addu0312",342670,"CONCENTRATING"
"addu0312",358895,"CONCENTRATING"
"addu0312",374768,"CONCENTRATING"
"addu0312",387054,"CONFUSED"
"addu0312",400814,"CONFUSED"
"addu0312",409700,"CONFUSED"
"addu0312",434432,"CONCENTRATING"
"addu0312",447168,"CONCENTRATING"
"addu0312",471036,"CONCENTRATING"
"addu0312",483077,"CONCENTRATING"
"addu0312",499780,"CONCENTRATING"
"addu0312",519109,"CONCENTRATING"
"addu0312",545994,"CONFUSED"
"addu0312",576944,"CONCENTRATING"
"addu0312",611717,"CONCENTRATING"
"addu0312",643059,"CONCENTRATING"
"addu0312",659942,"CONCENTRATING"
"addu0312",685967,"CONCENTRATING"
"addu0312",694192,"CONCENTRATING"
"addu0312",711246,"CONCENTRATING"
"addu0312",727775,"CONCENTRATING"
"addu0312",737337,"CONCENTRATING"
"addu0312",769443,"CONCENTRATING"
"addu0312",789544,"CONCENTRATING"
